Kana,Kanji,Romaji,Meaning,Notes,Part Of Speech
おおきい,大きい,o-o-ki-i,Big,,I-Adjective
じん,,ji-n,[Suffix] -ian (person from a country),カナダじん → Canadian,Suffix
わたし,私,wa-ta-shi,I,,Pronoun
にほん,日本,ni-ho-n,Japan,,Noun (n.)
アメリカ,,a-me-ri-ka,United Stated of America,,Noun (n.)
ちいさい,小さい,chi-i-sa-i,small,,I-Adjective
カナダ,,ka-na-da,Canada,,Noun (n.)
ブラジル,,bu-ra-ji-ru,Brazil,,Noun (n.)
イギリス,,i-gi-ri-su,United Kingdom,,Noun (n.)
