Kana,Kanji,Romaji,Meaning,Notes,Part Of Speech
すし,,su-shi,Sushi,,Noun (n.)
ください,,ku-da-sa-i,Please,,Expression
おちゃ,,o-cha,Green tea,,Noun (n.)
ごはん,,go-ha-n,Rice,,Noun (n.)
と,,to,And,,Conjunction
みず,水,mi-zu,Water,,Noun (n.)
です,,de-su,It’s / he’s / she’s / I’m / be,,Other
