Kana,Kanji,Romaji,Meaning,Notes,Part Of Speech
ホテル,,ho-te-ru,Hotel,,Noun (n.)
どこ,,do-ko,Where?,ホテルはどこですか。→ Where is the hotel?,Pronoun
そこ,,so-ko,there (place relatively near listener),,Pronoun
バスてい,,ba-su-te-i,Bus stop,"バス → Bus
てい → 停",Noun (n.)
ここ,,ko-ko,Here,,Pronoun
デパート,,de-paa-to,Department store,,Noun (n.)
コンビニ,,ko-n-bi-ni,Convenience store,,Noun (n.)
えき,駅,e-ki,Train station,,Noun (n.)
だいがく,,da-i-ga-ku,University,,Noun (n.)
