Kana,Kanji,Romaji,Meaning,Notes,Part Of Speech
いしゃ,,i-sha,Doctor,,Noun (n.)
せんせい,,se-n-se-i,Teacher,,Noun (n.)
かっこいい,,ka-kko-i-i,Cool,,I-Adjective
べんごし,,be-n-go-shi,Laywer,,Noun (n.)
やさしい,,ya-sa-shi-i,Nice,,I-Adjective
ひと,,hi-to,Person,,Noun (n.)
がくせい,,ga-ku-se-i,Student,Pronounced as 隔k些,Noun (n.)
